"Date","Province","HA","HSDA","Cases_Reported","Cases_Reported_Smoothed"
2020-08-13,"BC","Northern","Northern Interior",0,0
2020-08-13,"BC","Northern","Northwest",0,0.14
2020-08-13,"BC","Vancouver Coastal","All",49,26.71
2020-08-13,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",5,3.43
2020-08-13,"BC","Vancouver Coastal","Richmond",0,0.57
2020-08-13,"BC","Vancouver Coastal","Unknown",1,0.29
2020-08-13,"BC","Vancouver Coastal","Vancouver",43,22.43
2020-08-13,"BC","Vancouver Island","All",0,0.43
2020-08-13,"BC","Vancouver Island","Central Vancouver Island",0,0.14
2020-08-13,"BC","Vancouver Island","North Vancouver Island",0,0.14
2020-08-13,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-08-13,"BC","Vancouver Island","Unknown",0,0
2020-08-13,"Out of Canada","Out of Canada","Out of Canada",0,0.43
2020-08-14,"BC","All","All",100,68.29
2020-08-14,"BC","Fraser","All",68,35.14
2020-08-14,"BC","Fraser","Fraser East",5,3.14
2020-08-14,"BC","Fraser","Fraser North",22,11
2020-08-14,"BC","Fraser","Fraser South",41,20.86
2020-08-14,"BC","Fraser","Unknown",0,0.14
2020-08-14,"BC","Interior","All",2,2.14
2020-08-14,"BC","Interior","East Kootenay",0,0
2020-08-14,"BC","Interior","Kootenay Boundary",0,0
2020-08-14,"BC","Interior","Okanagan",2,1.86
2020-08-14,"BC","Interior","Thompson Cariboo Shuswap",0,0.29
2020-08-14,"BC","Northern","All",2,2.71
2020-08-14,"BC","Northern","Northeast",2,2.57
2020-08-14,"BC","Northern","Northern Interior",0,0
2020-08-14,"BC","Northern","Northwest",0,0.14
2020-08-14,"BC","Vancouver Coastal","All",25,27.43
2020-08-14,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",1,3
2020-08-14,"BC","Vancouver Coastal","Richmond",0,0.29
2020-08-14,"BC","Vancouver Coastal","Unknown",0,0.29
2020-08-14,"BC","Vancouver Coastal","Vancouver",24,23.86
2020-08-14,"BC","Vancouver Island","All",3,0.86
2020-08-14,"BC","Vancouver Island","Central Vancouver Island",1,0.29
2020-08-14,"BC","Vancouver Island","North Vancouver Island",0,0.14
2020-08-14,"BC","Vancouver Island","South Vancouver Island",2,0.43
2020-08-14,"BC","Vancouver Island","Unknown",0,0
2020-08-14,"Out of Canada","Out of Canada","Out of Canada",2,0.71
2020-08-15,"BC","All","All",89,75.57
2020-08-15,"BC","Fraser","All",59,40.86
2020-08-15,"BC","Fraser","Fraser East",2,2.57
2020-08-15,"BC","Fraser","Fraser North",24,13.86
2020-08-15,"BC","Fraser","Fraser South",32,24.14
2020-08-15,"BC","Fraser","Unknown",1,0.29
2020-08-15,"BC","Interior","All",1,2.29
2020-08-15,"BC","Interior","East Kootenay",0,0
2020-08-15,"BC","Interior","Kootenay Boundary",0,0
2020-08-15,"BC","Interior","Okanagan",1,2
2020-08-15,"BC","Interior","Thompson Cariboo Shuswap",0,0.29
2020-08-15,"BC","Northern","All",3,3
2020-08-15,"BC","Northern","Northeast",3,3
2020-08-15,"BC","Northern","Northern Interior",0,0
2020-08-15,"BC","Northern","Northwest",0,0
2020-08-15,"BC","Vancouver Coastal","All",26,28.71
2020-08-15,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",4,3.29
2020-08-15,"BC","Vancouver Coastal","Richmond",2,0.43
2020-08-15,"BC","Vancouver Coastal","Unknown",0,0.29
2020-08-15,"BC","Vancouver Coastal","Vancouver",20,24.71
2020-08-15,"BC","Vancouver Island","All",0,0.71
2020-08-15,"BC","Vancouver Island","Central Vancouver Island",0,0.29
2020-08-15,"BC","Vancouver Island","North Vancouver Island",0,0
2020-08-15,"BC","Vancouver Island","South Vancouver Island",0,0.43
2020-08-15,"BC","Vancouver Island","Unknown",0,0
2020-08-15,"Out of Canada","Out of Canada","Out of Canada",0,0.71
2020-08-16,"BC","All","All",51,76.86
2020-08-16,"BC","Fraser","All",26,41.57
2020-08-16,"BC","Fraser","Fraser East",3,2.86
2020-08-16,"BC","Fraser","Fraser North",13,14.43
2020-08-16,"BC","Fraser","Fraser South",10,24
2020-08-16,"BC","Fraser","Unknown",0,0.29
2020-08-16,"BC","Interior","All",0,2.14
2020-08-16,"BC","Interior","East Kootenay",0,0
2020-08-16,"BC","Interior","Kootenay Boundary",0,0
2020-08-16,"BC","Interior","Okanagan",0,1.86
2020-08-16,"BC","Interior","Thompson Cariboo Shuswap",0,0.29
2020-08-16,"BC","Northern","All",2,3
2020-08-16,"BC","Northern","Northeast",2,3
2020-08-16,"BC","Northern","Northern Interior",0,0
2020-08-16,"BC","Northern","Northwest",0,0
2020-08-16,"BC","Vancouver Coastal","All",22,29.29
2020-08-16,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",4,3.43
2020-08-16,"BC","Vancouver Coastal","Richmond",1,0.57
2020-08-16,"BC","Vancouver Coastal","Unknown",1,0.29
2020-08-16,"BC","Vancouver Coastal","Vancouver",16,25
2020-08-16,"BC","Vancouver Island","All",1,0.86
2020-08-16,"BC","Vancouver Island","Central Vancouver Island",0,0.29
2020-08-16,"BC","Vancouver Island","North Vancouver Island",0,0
2020-08-16,"BC","Vancouver Island","South Vancouver Island",1,0.57
2020-08-16,"BC","Vancouver Island","Unknown",0,0
2020-08-16,"Out of Canada","Out of Canada","Out of Canada",1,0.57
2020-08-17,"BC","All","All",77,81.29
2020-08-17,"BC","Fraser","All",49,44.86
2020-08-17,"BC","Fraser","Fraser East",8,3.86
2020-08-17,"BC","Fraser","Fraser North",17,15.14
2020-08-17,"BC","Fraser","Fraser South",23,25.43
2020-08-17,"BC","Fraser","Unknown",1,0.43
2020-08-17,"BC","Interior","All",2,2
2020-08-17,"BC","Interior","East Kootenay",1,0.14
2020-08-17,"BC","Interior","Kootenay Boundary",0,0
2020-08-17,"BC","Interior","Okanagan",1,1.71
2020-08-17,"BC","Interior","Thompson Cariboo Shuswap",0,0.14
2020-08-17,"BC","Northern","All",0,2.43
2020-08-17,"BC","Northern","Northeast",0,2.43
2020-08-17,"BC","Northern","Northern Interior",0,0
2020-08-17,"BC","Northern","Northwest",0,0
2020-08-17,"BC","Vancouver Coastal","All",24,30.86
2020-08-17,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",7,4.43
2020-08-17,"BC","Vancouver Coastal","Richmond",0,0.57
2020-08-17,"BC","Vancouver Coastal","Unknown",1,0.43
2020-08-17,"BC","Vancouver Coastal","Vancouver",16,25.43
2020-08-17,"BC","Vancouver Island","All",2,1.14
2020-08-17,"BC","Vancouver Island","Central Vancouver Island",1,0.43
2020-08-17,"BC","Vancouver Island","North Vancouver Island",0,0
2020-08-17,"BC","Vancouver Island","South Vancouver Island",1,0.71
2020-08-17,"BC","Vancouver Island","Unknown",0,0
2020-08-17,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2020-08-18,"BC","All","All",62,77.71
2020-08-18,"BC","Fraser","All",19,42
2020-08-18,"BC","Fraser","Fraser East",1,3.86
2020-08-18,"BC","Fraser","Fraser North",8,15.43
2020-08-18,"BC","Fraser","Fraser South",10,22.43
2020-08-18,"BC","Fraser","Unknown",0,0.29
2020-08-18,"BC","Interior","All",3,2
2020-08-18,"BC","Interior","East Kootenay",1,0.29
2020-08-18,"BC","Interior","Kootenay Boundary",0,0
2020-08-18,"BC","Interior","Okanagan",2,1.71
2020-08-18,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-08-18,"BC","Northern","All",3,2.57
2020-08-18,"BC","Northern","Northeast",2,2.43
2020-08-18,"BC","Northern","Northern Interior",1,0.14
2020-08-18,"BC","Northern","Northwest",0,0
2020-08-18,"BC","Vancouver Coastal","All",35,30
2020-08-18,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",7,4.71
2020-08-18,"BC","Vancouver Coastal","Richmond",0,0.43
2020-08-18,"BC","Vancouver Coastal","Unknown",0,0.43
2020-08-18,"BC","Vancouver Coastal","Vancouver",28,24.43
2020-08-18,"BC","Vancouver Island","All",2,1.14
2020-08-18,"BC","Vancouver Island","Central Vancouver Island",0,0.29
2020-08-18,"BC","Vancouver Island","North Vancouver Island",0,0
2020-08-18,"BC","Vancouver Island","South Vancouver Island",2,0.86
2020-08-18,"BC","Vancouver Island","Unknown",0,0
2020-08-18,"Out of Canada","Out of Canada","Out of Canada",1,0.71
2020-08-19,"BC","All","All",86,79.43
2020-08-19,"BC","Fraser","All",40,42
2020-08-19,"BC","Fraser","Fraser East",3,3.29
2020-08-19,"BC","Fraser","Fraser North",12,15.29
2020-08-19,"BC","Fraser","Fraser South",25,23.14
2020-08-19,"BC","Fraser","Unknown",0,0.29
2020-08-19,"BC","Interior","All",2,1.86
2020-08-19,"BC","Interior","East Kootenay",0,0.29
2020-08-19,"BC","Interior","Kootenay Boundary",1,0.14
2020-08-19,"BC","Interior","Okanagan",1,1.43
2020-08-19,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-08-19,"BC","Northern","All",1,2.43
2020-08-19,"BC","Northern","Northeast",1,2.29
2020-08-19,"BC","Northern","Northern Interior",0,0.14
2020-08-19,"BC","Northern","Northwest",0,0
2020-08-19,"BC","Vancouver Coastal","All",42,31.86
2020-08-19,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",8,5.14
2020-08-19,"BC","Vancouver Coastal","Richmond",1,0.57
2020-08-19,"BC","Vancouver Coastal","Unknown",0,0.43
2020-08-19,"BC","Vancouver Coastal","Vancouver",33,25.71
2020-08-19,"BC","Vancouver Island","All",1,1.29
2020-08-19,"BC","Vancouver Island","Central Vancouver Island",0,0.29
2020-08-19,"BC","Vancouver Island","North Vancouver Island",0,0
2020-08-19,"BC","Vancouver Island","South Vancouver Island",1,1
2020-08-19,"BC","Vancouver Island","Unknown",0,0
2020-08-19,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2020-08-20,"BC","All","All",91,79.43
2020-08-20,"BC","Fraser","All",39,42.86
2020-08-20,"BC","Fraser","Fraser East",7,4.14
2020-08-20,"BC","Fraser","Fraser North",22,16.86
2020-08-20,"BC","Fraser","Fraser South",10,21.57
2020-08-20,"BC","Fraser","Unknown",0,0.29
2020-08-20,"BC","Interior","All",3,1.86
2020-08-20,"BC","Interior","East Kootenay",0,0.29
2020-08-20,"BC","Interior","Kootenay Boundary",1,0.29
2020-08-20,"BC","Interior","Okanagan",2,1.29
2020-08-20,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-08-20,"BC","Northern","All",0,1.57
2020-08-20,"BC","Northern","Northeast",0,1.43
2020-08-20,"BC","Northern","Northern Interior",0,0.14
2020-08-20,"BC","Northern","Northwest",0,0
2020-08-20,"BC","Vancouver Coastal","All",48,31.71
2020-08-20,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",11,6
2020-08-20,"BC","Vancouver Coastal","Richmond",8,1.71
2020-08-20,"BC","Vancouver Coastal","Unknown",1,0.43
2020-08-20,"BC","Vancouver Coastal","Vancouver",28,23.57
2020-08-20,"BC","Vancouver Island","All",1,1.43
2020-08-20,"BC","Vancouver Island","Central Vancouver Island",0,0.29
2020-08-20,"BC","Vancouver Island","North Vancouver Island",0,0
2020-08-20,"BC","Vancouver Island","South Vancouver Island",1,1.14
2020-08-20,"BC","Vancouver Island","Unknown",0,0
2020-08-20,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2020-08-21,"BC","All","All",117,81.86
2020-08-21,"BC","Fraser","All",70,43.14
2020-08-21,"BC","Fraser","Fraser East",12,5.14
2020-08-21,"BC","Fraser","Fraser North",34,18.57
2020-08-21,"BC","Fraser","Fraser South",24,19.14
2020-08-21,"BC","Fraser","Unknown",0,0.29
2020-08-21,"BC","Interior","All",1,1.71
2020-08-21,"BC","Interior","East Kootenay",0,0.29
2020-08-21,"BC","Interior","Kootenay Boundary",0,0.29
2020-08-21,"BC","Interior","Okanagan",1,1.14
2020-08-21,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-08-21,"BC","Northern","All",2,1.57
2020-08-21,"BC","Northern","Northeast",0,1.14
2020-08-21,"BC","Northern","Northern Interior",0,0.14
2020-08-21,"BC","Northern","Northwest",2,0.29
2020-08-21,"BC","Vancouver Coastal","All",40,33.86
2020-08-21,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",5,6.57
2020-08-21,"BC","Vancouver Coastal","Richmond",5,2.43
2020-08-21,"BC","Vancouver Coastal","Unknown",0,0.43
2020-08-21,"BC","Vancouver Coastal","Vancouver",30,24.43
2020-08-21,"BC","Vancouver Island","All",4,1.57
2020-08-21,"BC","Vancouver Island","Central Vancouver Island",1,0.29
2020-08-21,"BC","Vancouver Island","North Vancouver Island",1,0.14
2020-08-21,"BC","Vancouver Island","South Vancouver Island",2,1.14
2020-08-21,"BC","Vancouver Island","Unknown",0,0
2020-08-21,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2020-08-22,"BC","All","All",80,80.57
2020-08-22,"BC","Fraser","All",50,41.86
2020-08-22,"BC","Fraser","Fraser East",7,5.86
2020-08-22,"BC","Fraser","Fraser North",14,17.14
2020-08-22,"BC","Fraser","Fraser South",27,18.43
2020-08-22,"BC","Fraser","Unknown",2,0.43
2020-08-22,"BC","Interior","All",3,2
2020-08-22,"BC","Interior","East Kootenay",0,0.29
