"Date","Province","HA","HSDA","Cases_Reported","Cases_Reported_Smoothed"
2020-11-01,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-11-02,"BC","All","All",289,314.43
2020-11-02,"BC","Fraser","All",184,222.71
2020-11-02,"BC","Fraser","Fraser East",21,27.29
2020-11-02,"BC","Fraser","Fraser North",33,54.57
2020-11-02,"BC","Fraser","Fraser South",130,139.71
2020-11-02,"BC","Fraser","Unknown",0,1.14
2020-11-02,"BC","Interior","All",10,10
2020-11-02,"BC","Interior","East Kootenay",0,0.14
2020-11-02,"BC","Interior","Kootenay Boundary",0,0
2020-11-02,"BC","Interior","Okanagan",8,8
2020-11-02,"BC","Interior","Thompson Cariboo Shuswap",2,1.86
2020-11-02,"BC","Northern","All",2,5.57
2020-11-02,"BC","Northern","Northeast",1,2.29
2020-11-02,"BC","Northern","Northern Interior",1,3
2020-11-02,"BC","Northern","Northwest",0,0.29
2020-11-02,"BC","Vancouver Coastal","All",89,73
2020-11-02,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",11,10.43
2020-11-02,"BC","Vancouver Coastal","Richmond",7,5.14
2020-11-02,"BC","Vancouver Coastal","Unknown",3,1.29
2020-11-02,"BC","Vancouver Coastal","Vancouver",68,56.14
2020-11-02,"BC","Vancouver Island","All",4,3.14
2020-11-02,"BC","Vancouver Island","Central Vancouver Island",2,0.86
2020-11-02,"BC","Vancouver Island","North Vancouver Island",0,1.29
2020-11-02,"BC","Vancouver Island","South Vancouver Island",2,1
2020-11-02,"BC","Vancouver Island","Unknown",0,0
2020-11-02,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-11-03,"BC","All","All",338,323
2020-11-03,"BC","Fraser","All",203,225
2020-11-03,"BC","Fraser","Fraser East",19,27.71
2020-11-03,"BC","Fraser","Fraser North",40,52.57
2020-11-03,"BC","Fraser","Fraser South",140,143.29
2020-11-03,"BC","Fraser","Unknown",4,1.43
2020-11-03,"BC","Interior","All",14,9.57
2020-11-03,"BC","Interior","East Kootenay",1,0.14
2020-11-03,"BC","Interior","Kootenay Boundary",0,0
2020-11-03,"BC","Interior","Okanagan",10,7.71
2020-11-03,"BC","Interior","Thompson Cariboo Shuswap",3,1.71
2020-11-03,"BC","Northern","All",8,4.86
2020-11-03,"BC","Northern","Northeast",1,1.43
2020-11-03,"BC","Northern","Northern Interior",7,3.14
2020-11-03,"BC","Northern","Northwest",0,0.29
2020-11-03,"BC","Vancouver Coastal","All",110,80.43
2020-11-03,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",13,11.29
2020-11-03,"BC","Vancouver Coastal","Richmond",12,6
2020-11-03,"BC","Vancouver Coastal","Unknown",5,2
2020-11-03,"BC","Vancouver Coastal","Vancouver",80,61.14
2020-11-03,"BC","Vancouver Island","All",3,3.14
2020-11-03,"BC","Vancouver Island","Central Vancouver Island",1,1
2020-11-03,"BC","Vancouver Island","North Vancouver Island",1,1.14
2020-11-03,"BC","Vancouver Island","South Vancouver Island",1,1
2020-11-03,"BC","Vancouver Island","Unknown",0,0
2020-11-03,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-11-04,"BC","All","All",445,352.29
2020-11-04,"BC","Fraser","All",271,238.57
2020-11-04,"BC","Fraser","Fraser East",19,28.86
2020-11-04,"BC","Fraser","Fraser North",73,55.71
2020-11-04,"BC","Fraser","Fraser South",177,152.43
2020-11-04,"BC","Fraser","Unknown",2,1.57
2020-11-04,"BC","Interior","All",20,12
2020-11-04,"BC","Interior","East Kootenay",1,0.29
2020-11-04,"BC","Interior","Kootenay Boundary",2,0.29
2020-11-04,"BC","Interior","Okanagan",13,9.14
2020-11-04,"BC","Interior","Thompson Cariboo Shuswap",4,2.29
2020-11-04,"BC","Northern","All",5,4.57
2020-11-04,"BC","Northern","Northeast",3,1.57
2020-11-04,"BC","Northern","Northern Interior",2,2.71
2020-11-04,"BC","Northern","Northwest",0,0.29
2020-11-04,"BC","Vancouver Coastal","All",142,93.14
2020-11-04,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",18,11.57
2020-11-04,"BC","Vancouver Coastal","Richmond",19,8.14
2020-11-04,"BC","Vancouver Coastal","Unknown",1,2.14
2020-11-04,"BC","Vancouver Coastal","Vancouver",104,71.29
2020-11-04,"BC","Vancouver Island","All",7,4
2020-11-04,"BC","Vancouver Island","Central Vancouver Island",1,1
2020-11-04,"BC","Vancouver Island","North Vancouver Island",2,1.43
2020-11-04,"BC","Vancouver Island","South Vancouver Island",4,1.57
2020-11-04,"BC","Vancouver Island","Unknown",0,0
2020-11-04,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-11-05,"BC","All","All",570,394
2020-11-05,"BC","Fraser","All",403,270
2020-11-05,"BC","Fraser","Fraser East",66,34.29
2020-11-05,"BC","Fraser","Fraser North",82,60
2020-11-05,"BC","Fraser","Fraser South",253,174.29
2020-11-05,"BC","Fraser","Unknown",2,1.43
2020-11-05,"BC","Interior","All",26,14.86
2020-11-05,"BC","Interior","East Kootenay",2,0.57
2020-11-05,"BC","Interior","Kootenay Boundary",1,0.43
2020-11-05,"BC","Interior","Okanagan",12,10.43
2020-11-05,"BC","Interior","Thompson Cariboo Shuswap",11,3.43
2020-11-05,"BC","Northern","All",8,5
2020-11-05,"BC","Northern","Northeast",2,1.86
2020-11-05,"BC","Northern","Northern Interior",6,3.14
2020-11-05,"BC","Northern","Northwest",0,0
2020-11-05,"BC","Vancouver Coastal","All",128,99.71
2020-11-05,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",22,13.29
2020-11-05,"BC","Vancouver Coastal","Richmond",16,9.86
2020-11-05,"BC","Vancouver Coastal","Unknown",4,2.71
2020-11-05,"BC","Vancouver Coastal","Vancouver",86,73.86
2020-11-05,"BC","Vancouver Island","All",5,4.43
2020-11-05,"BC","Vancouver Island","Central Vancouver Island",0,0.86
2020-11-05,"BC","Vancouver Island","North Vancouver Island",3,1.86
2020-11-05,"BC","Vancouver Island","South Vancouver Island",2,1.71
2020-11-05,"BC","Vancouver Island","Unknown",0,0
2020-11-05,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-11-06,"BC","All","All",565,425.57
2020-11-06,"BC","Fraser","All",406,293.57
2020-11-06,"BC","Fraser","Fraser East",51,35
2020-11-06,"BC","Fraser","Fraser North",116,67
2020-11-06,"BC","Fraser","Fraser South",237,189.86
2020-11-06,"BC","Fraser","Unknown",2,1.71
2020-11-06,"BC","Interior","All",15,15.57
2020-11-06,"BC","Interior","East Kootenay",2,0.86
2020-11-06,"BC","Interior","Kootenay Boundary",0,0.43
2020-11-06,"BC","Interior","Okanagan",10,10.43
2020-11-06,"BC","Interior","Thompson Cariboo Shuswap",3,3.86
2020-11-06,"BC","Northern","All",14,6
2020-11-06,"BC","Northern","Northeast",8,2.57
2020-11-06,"BC","Northern","Northern Interior",4,3.14
2020-11-06,"BC","Northern","Northwest",2,0.29
2020-11-06,"BC","Vancouver Coastal","All",127,106.29
2020-11-06,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",14,13.57
2020-11-06,"BC","Vancouver Coastal","Richmond",16,11.71
2020-11-06,"BC","Vancouver Coastal","Unknown",9,3.57
2020-11-06,"BC","Vancouver Coastal","Vancouver",88,77.43
2020-11-06,"BC","Vancouver Island","All",3,4.14
2020-11-06,"BC","Vancouver Island","Central Vancouver Island",0,0.57
2020-11-06,"BC","Vancouver Island","North Vancouver Island",2,1.86
2020-11-06,"BC","Vancouver Island","South Vancouver Island",1,1.71
2020-11-06,"BC","Vancouver Island","Unknown",0,0
2020-11-06,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-11-07,"BC","All","All",545,447.57
2020-11-07,"BC","Fraser","All",403,310.71
2020-11-07,"BC","Fraser","Fraser East",36,33.43
2020-11-07,"BC","Fraser","Fraser North",86,69.71
2020-11-07,"BC","Fraser","Fraser South",275,205.14
2020-11-07,"BC","Fraser","Unknown",6,2.43
2020-11-07,"BC","Interior","All",28,18
2020-11-07,"BC","Interior","East Kootenay",3,1.29
2020-11-07,"BC","Interior","Kootenay Boundary",2,0.71
2020-11-07,"BC","Interior","Okanagan",21,12.14
2020-11-07,"BC","Interior","Thompson Cariboo Shuswap",2,3.86
2020-11-07,"BC","Northern","All",8,6.43
2020-11-07,"BC","Northern","Northeast",4,2.71
2020-11-07,"BC","Northern","Northern Interior",3,3.29
2020-11-07,"BC","Northern","Northwest",1,0.43
2020-11-07,"BC","Vancouver Coastal","All",102,108.29
2020-11-07,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",18,14.14
2020-11-07,"BC","Vancouver Coastal","Richmond",13,12.86
2020-11-07,"BC","Vancouver Coastal","Unknown",11,4.86
2020-11-07,"BC","Vancouver Coastal","Vancouver",60,76.43
2020-11-07,"BC","Vancouver Island","All",4,4.14
2020-11-07,"BC","Vancouver Island","Central Vancouver Island",1,0.71
2020-11-07,"BC","Vancouver Island","North Vancouver Island",0,1.43
2020-11-07,"BC","Vancouver Island","South Vancouver Island",3,2
2020-11-07,"BC","Vancouver Island","Unknown",0,0
2020-11-07,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-11-08,"BC","All","All",472,460.57
2020-11-08,"BC","Fraser","All",347,316.71
2020-11-08,"BC","Fraser","Fraser East",57,38.43
2020-11-08,"BC","Fraser","Fraser North",70,71.43
2020-11-08,"BC","Fraser","Fraser South",214,203.71
2020-11-08,"BC","Fraser","Unknown",6,3.14
2020-11-08,"BC","Interior","All",14,18.14
2020-11-08,"BC","Interior","East Kootenay",0,1.29
2020-11-08,"BC","Interior","Kootenay Boundary",5,1.43
2020-11-08,"BC","Interior","Okanagan",9,11.86
2020-11-08,"BC","Interior","Thompson Cariboo Shuswap",0,3.57
2020-11-08,"BC","Northern","All",3,6.86
2020-11-08,"BC","Northern","Northeast",3,3.14
2020-11-08,"BC","Northern","Northern Interior",0,3.29
2020-11-08,"BC","Northern","Northwest",0,0.43
2020-11-08,"BC","Vancouver Coastal","All",100,114
2020-11-08,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",22,16.86
2020-11-08,"BC","Vancouver Coastal","Richmond",17,14.29
2020-11-08,"BC","Vancouver Coastal","Unknown",7,5.71
2020-11-08,"BC","Vancouver Coastal","Vancouver",54,77.14
2020-11-08,"BC","Vancouver Island","All",8,4.86
2020-11-08,"BC","Vancouver Island","Central Vancouver Island",4,1.29
2020-11-08,"BC","Vancouver Island","North Vancouver Island",0,1.14
2020-11-08,"BC","Vancouver Island","South Vancouver Island",4,2.43
2020-11-08,"BC","Vancouver Island","Unknown",0,0
2020-11-08,"Out of Canada","Out of Canada","Out of Canada",1,0.14
2020-11-09,"BC","All","All",508,491.86
2020-11-09,"BC","Fraser","All",321,336.29
2020-11-09,"BC","Fraser","Fraser East",34,40.29
2020-11-09,"BC","Fraser","Fraser North",69,76.57
2020-11-09,"BC","Fraser","Fraser South",215,215.86
2020-11-09,"BC","Fraser","Unknown",3,3.57
2020-11-09,"BC","Interior","All",37,22
2020-11-09,"BC","Interior","East Kootenay",1,1.43
2020-11-09,"BC","Interior","Kootenay Boundary",4,2
2020-11-09,"BC","Interior","Okanagan",28,14.71
2020-11-09,"BC","Interior","Thompson Cariboo Shuswap",4,3.86
2020-11-09,"BC","Northern","All",6,7.43
2020-11-09,"BC","Northern","Northeast",0,3
2020-11-09,"BC","Northern","Northern Interior",6,4
2020-11-09,"BC","Northern","Northwest",0,0.43
2020-11-09,"BC","Vancouver Coastal","All",137,120.86
2020-11-09,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",44,21.57
2020-11-09,"BC","Vancouver Coastal","Richmond",25,16.86
2020-11-09,"BC","Vancouver Coastal","Unknown",9,6.57
2020-11-09,"BC","Vancouver Coastal","Vancouver",59,75.86
2020-11-09,"BC","Vancouver Island","All",7,5.29
2020-11-09,"BC","Vancouver Island","Central Vancouver Island",3,1.43
2020-11-09,"BC","Vancouver Island","North Vancouver Island",2,1.43
2020-11-09,"BC","Vancouver Island","South Vancouver Island",2,2.43
2020-11-09,"BC","Vancouver Island","Unknown",0,0
2020-11-09,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-11-10,"BC","All","All",565,524.29
2020-11-10,"BC","Fraser","All",398,364.14
2020-11-10,"BC","Fraser","Fraser East",36,42.71
2020-11-10,"BC","Fraser","Fraser North",74,81.43
2020-11-10,"BC","Fraser","Fraser South",286,236.71
2020-11-10,"BC","Fraser","Unknown",2,3.29
2020-11-10,"BC","Interior","All",22,23.14
2020-11-10,"BC","Interior","East Kootenay",0,1.29
2020-11-10,"BC","Interior","Kootenay Boundary",2,2.29
2020-11-10,"BC","Interior","Okanagan",12,15
2020-11-10,"BC","Interior","Thompson Cariboo Shuswap",8,4.57
2020-11-10,"BC","Northern","All",10,7.71
2020-11-10,"BC","Northern","Northeast",1,3
2020-11-10,"BC","Northern","Northern Interior",9,4.29
2020-11-10,"BC","Northern","Northwest",0,0.43
2020-11-10,"BC","Vancouver Coastal","All",125,123
2020-11-10,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",14,21.71
2020-11-10,"BC","Vancouver Coastal","Richmond",34,20
2020-11-10,"BC","Vancouver Coastal","Unknown",15,8
2020-11-10,"BC","Vancouver Coastal","Vancouver",62,73.29
2020-11-10,"BC","Vancouver Island","All",10,6.29
2020-11-10,"BC","Vancouver Island","Central Vancouver Island",5,2
2020-11-10,"BC","Vancouver Island","North Vancouver Island",0,1.29
2020-11-10,"BC","Vancouver Island","South Vancouver Island",5,3
2020-11-10,"BC","Vancouver Island","Unknown",0,0
2020-11-10,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-11-11,"BC","All","All",588,544.71
2020-11-11,"BC","Fraser","All",403,383
2020-11-11,"BC","Fraser","Fraser East",43,46.14
2020-11-11,"BC","Fraser","Fraser North",83,82.86
2020-11-11,"BC","Fraser","Fraser South",276,250.86
2020-11-11,"BC","Fraser","Unknown",1,3.14
2020-11-11,"BC","Interior","All",19,23
2020-11-11,"BC","Interior","East Kootenay",0,1.14
2020-11-11,"BC","Interior","Kootenay Boundary",2,2.29
2020-11-11,"BC","Interior","Okanagan",16,15.43
2020-11-11,"BC","Interior","Thompson Cariboo Shuswap",1,4.14
2020-11-11,"BC","Northern","All",10,8.43
2020-11-11,"BC","Northern","Northeast",5,3.29
2020-11-11,"BC","Northern","Northern Interior",5,4.71
2020-11-11,"BC","Northern","Northwest",0,0.43
2020-11-11,"BC","Vancouver Coastal","All",149,124
2020-11-11,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",32,23.71
2020-11-11,"BC","Vancouver Coastal","Richmond",8,18.43
2020-11-11,"BC","Vancouver Coastal","Unknown",24,11.29
2020-11-11,"BC","Vancouver Coastal","Vancouver",85,70.57
2020-11-11,"BC","Vancouver Island","All",7,6.29
2020-11-11,"BC","Vancouver Island","Central Vancouver Island",4,2.43
2020-11-11,"BC","Vancouver Island","North Vancouver Island",2,1.29
2020-11-11,"BC","Vancouver Island","South Vancouver Island",1,2.57
2020-11-11,"BC","Vancouver Island","Unknown",0,0
2020-11-11,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-11-12,"BC","All","All",619,551.71
2020-11-12,"BC","Fraser","All",453,390.14
2020-11-12,"BC","Fraser","Fraser East",86,49
2020-11-12,"BC","Fraser","Fraser North",118,88
2020-11-12,"BC","Fraser","Fraser South",245,249.71
2020-11-12,"BC","Fraser","Unknown",4,3.43
2020-11-12,"BC","Interior","All",22,22.43
2020-11-12,"BC","Interior","East Kootenay",1,1
2020-11-12,"BC","Interior","Kootenay Boundary",4,2.71
2020-11-12,"BC","Interior","Okanagan",13,15.57
2020-11-12,"BC","Interior","Thompson Cariboo Shuswap",4,3.14
2020-11-12,"BC","Northern","All",6,8.14
2020-11-12,"BC","Northern","Northeast",4,3.57
2020-11-12,"BC","Northern","Northern Interior",2,4.14
2020-11-12,"BC","Northern","Northwest",0,0.43
2020-11-12,"BC","Vancouver Coastal","All",122,123.14
2020-11-12,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",19,23.29
2020-11-12,"BC","Vancouver Coastal","Richmond",24,19.57
2020-11-12,"BC","Vancouver Coastal","Unknown",15,12.86
2020-11-12,"BC","Vancouver Coastal","Vancouver",64,67.43
2020-11-12,"BC","Vancouver Island","All",16,7.86
2020-11-12,"BC","Vancouver Island","Central Vancouver Island",10,3.86
2020-11-12,"BC","Vancouver Island","North Vancouver Island",4,1.43
2020-11-12,"BC","Vancouver Island","South Vancouver Island",2,2.57
2020-11-12,"BC","Vancouver Island","Unknown",0,0
2020-11-12,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-11-13,"BC","All","All",654,564.43
2020-11-13,"BC","Fraser","All",464,398.43
2020-11-13,"BC","Fraser","Fraser East",47,48.43
2020-11-13,"BC","Fraser","Fraser North",72,81.71
2020-11-13,"BC","Fraser","Fraser South",342,264.71
2020-11-13,"BC","Fraser","Unknown",3,3.57
2020-11-13,"BC","Interior","All",33,25
2020-11-13,"BC","Interior","East Kootenay",1,0.86
2020-11-13,"BC","Interior","Kootenay Boundary",4,3.29
2020-11-13,"BC","Interior","Okanagan",27,18
2020-11-13,"BC","Interior","Thompson Cariboo Shuswap",1,2.86
2020-11-13,"BC","Northern","All",4,6.71
2020-11-13,"BC","Northern","Northeast",1,2.57
2020-11-13,"BC","Northern","Northern Interior",3,4
2020-11-13,"BC","Northern","Northwest",0,0.14
2020-11-13,"BC","Vancouver Coastal","All",142,125.29
2020-11-13,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",35,26.29
2020-11-13,"BC","Vancouver Coastal","Richmond",3,17.71
2020-11-13,"BC","Vancouver Coastal","Unknown",32,16.14
2020-11-13,"BC","Vancouver Coastal","Vancouver",72,65.14
2020-11-13,"BC","Vancouver Island","All",11,9
2020-11-13,"BC","Vancouver Island","Central Vancouver Island",7,4.86
2020-11-13,"BC","Vancouver Island","North Vancouver Island",2,1.43
2020-11-13,"BC","Vancouver Island","South Vancouver Island",2,2.71
2020-11-13,"BC","Vancouver Island","Unknown",0,0
2020-11-13,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-11-14,"BC","All","All",662,581.14
2020-11-14,"BC","Fraser","All",427,401.86
2020-11-14,"BC","Fraser","Fraser East",38,48.71
2020-11-14,"BC","Fraser","Fraser North",100,83.71
2020-11-14,"BC","Fraser","Fraser South",288,266.57
2020-11-14,"BC","Fraser","Unknown",1,2.86
2020-11-14,"BC","Interior","All",23,24.29
2020-11-14,"BC","Interior","East Kootenay",2,0.71
2020-11-14,"BC","Interior","Kootenay Boundary",1,3.14
2020-11-14,"BC","Interior","Okanagan",17,17.43
2020-11-14,"BC","Interior","Thompson Cariboo Shuswap",3,3
2020-11-14,"BC","Northern","All",8,6.71
2020-11-14,"BC","Northern","Northeast",3,2.43
2020-11-14,"BC","Northern","Northern Interior",4,4.14
2020-11-14,"BC","Northern","Northwest",1,0.14
2020-11-14,"BC","Vancouver Coastal","All",196,138.71
2020-11-14,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",41,29.57
2020-11-14,"BC","Vancouver Coastal","Richmond",27,19.71
2020-11-14,"BC","Vancouver Coastal","Unknown",39,20.14
2020-11-14,"BC","Vancouver Coastal","Vancouver",89,69.29
2020-11-14,"BC","Vancouver Island","All",8,9.57
2020-11-14,"BC","Vancouver Island","Central Vancouver Island",4,5.29
2020-11-14,"BC","Vancouver Island","North Vancouver Island",2,1.71
2020-11-14,"BC","Vancouver Island","South Vancouver Island",2,2.57
2020-11-14,"BC","Vancouver Island","Unknown",0,0
2020-11-14,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2020-11-15,"BC","All","All",611,601
2020-11-15,"BC","Fraser","All",436,414.57
2020-11-15,"BC","Fraser","Fraser East",85,52.71
2020-11-15,"BC","Fraser","Fraser North",84,85.71
2020-11-15,"BC","Fraser","Fraser South",264,273.71
2020-11-15,"BC","Fraser","Unknown",3,2.43
2020-11-15,"BC","Interior","All",33,27
2020-11-15,"BC","Interior","East Kootenay",5,1.43
2020-11-15,"BC","Interior","Kootenay Boundary",1,2.57
2020-11-15,"BC","Interior","Okanagan",26,19.86
2020-11-15,"BC","Interior","Thompson Cariboo Shuswap",1,3.14
2020-11-15,"BC","Northern","All",4,6.86
2020-11-15,"BC","Northern","Northeast",1,2.14
2020-11-15,"BC","Northern","Northern Interior",3,4.57
2020-11-15,"BC","Northern","Northwest",0,0.14
2020-11-15,"BC","Vancouver Coastal","All",119,141.43
2020-11-15,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",16,28.71
2020-11-15,"BC","Vancouver Coastal","Richmond",12,19
2020-11-15,"BC","Vancouver Coastal","Unknown",22,22.29
2020-11-15,"BC","Vancouver Coastal","Vancouver",69,71.43
2020-11-15,"BC","Vancouver Island","All",19,11.14
2020-11-15,"BC","Vancouver Island","Central Vancouver Island",13,6.57
2020-11-15,"BC","Vancouver Island","North Vancouver Island",3,2.14
2020-11-15,"BC","Vancouver Island","South Vancouver Island",3,2.43
2020-11-15,"BC","Vancouver Island","Unknown",0,0
2020-11-15,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-11-16,"BC","All","All",711,630
2020-11-16,"BC","Fraser","All",488,438.43
2020-11-16,"BC","Fraser","Fraser East",46,54.43
2020-11-16,"BC","Fraser","Fraser North",81,87.43
2020-11-16,"BC","Fraser","Fraser South",361,294.57
2020-11-16,"BC","Fraser","Unknown",0,2
2020-11-16,"BC","Interior","All",19,24.43
2020-11-16,"BC","Interior","East Kootenay",3,1.71
2020-11-16,"BC","Interior","Kootenay Boundary",1,2.14
2020-11-16,"BC","Interior","Okanagan",14,17.86
2020-11-16,"BC","Interior","Thompson Cariboo Shuswap",1,2.71
2020-11-16,"BC","Northern","All",14,8
2020-11-16,"BC","Northern","Northeast",0,2.14
2020-11-16,"BC","Northern","Northern Interior",10,5.14
2020-11-16,"BC","Northern","Northwest",4,0.71
2020-11-16,"BC","Vancouver Coastal","All",172,146.43
2020-11-16,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",18,25
2020-11-16,"BC","Vancouver Coastal","Richmond",32,20
2020-11-16,"BC","Vancouver Coastal","Unknown",21,24
2020-11-16,"BC","Vancouver Coastal","Vancouver",101,77.43
2020-11-16,"BC","Vancouver Island","All",18,12.71
2020-11-16,"BC","Vancouver Island","Central Vancouver Island",13,8
2020-11-16,"BC","Vancouver Island","North Vancouver Island",1,2
2020-11-16,"BC","Vancouver Island","South Vancouver Island",4,2.71
2020-11-16,"BC","Vancouver Island","Unknown",0,0
2020-11-16,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-11-17,"BC","All","All",734,654.14
2020-11-17,"BC","Fraser","All",486,451
2020-11-17,"BC","Fraser","Fraser East",56,57.29
2020-11-17,"BC","Fraser","Fraser North",105,91.86
2020-11-17,"BC","Fraser","Fraser South",323,299.86
2020-11-17,"BC","Fraser","Unknown",2,2
2020-11-17,"BC","Interior","All",35,26.29
2020-11-17,"BC","Interior","East Kootenay",3,2.14
2020-11-17,"BC","Interior","Kootenay Boundary",0,1.86
2020-11-17,"BC","Interior","Okanagan",26,19.86
2020-11-17,"BC","Interior","Thompson Cariboo Shuswap",6,2.43
2020-11-17,"BC","Northern","All",19,9.29
2020-11-17,"BC","Northern","Northeast",7,3
2020-11-17,"BC","Northern","Northern Interior",7,4.86
2020-11-17,"BC","Northern","Northwest",5,1.43
2020-11-17,"BC","Vancouver Coastal","All",171,153
2020-11-17,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",30,27.29
2020-11-17,"BC","Vancouver Coastal","Richmond",25,18.71
2020-11-17,"BC","Vancouver Coastal","Unknown",13,23.71
2020-11-17,"BC","Vancouver Coastal","Vancouver",103,83.29
2020-11-17,"BC","Vancouver Island","All",23,14.57
2020-11-17,"BC","Vancouver Island","Central Vancouver Island",17,9.71
2020-11-17,"BC","Vancouver Island","North Vancouver Island",1,2.14
2020-11-17,"BC","Vancouver Island","South Vancouver Island",5,2.71
2020-11-17,"BC","Vancouver Island","Unknown",0,0
2020-11-17,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-11-18,"BC","All","All",575,652.29
2020-11-18,"BC","Fraser","All",308,437.43
2020-11-18,"BC","Fraser","Fraser East",21,54.14
2020-11-18,"BC","Fraser","Fraser North",74,90.57
2020-11-18,"BC","Fraser","Fraser South",212,290.71
2020-11-18,"BC","Fraser","Unknown",1,2
2020-11-18,"BC","Interior","All",36,28.71
2020-11-18,"BC","Interior","East Kootenay",5,2.86
2020-11-18,"BC","Interior","Kootenay Boundary",1,1.71
2020-11-18,"BC","Interior","Okanagan",30,21.86
2020-11-18,"BC","Interior","Thompson Cariboo Shuswap",0,2.29
2020-11-18,"BC","Northern","All",12,9.57
2020-11-18,"BC","Northern","Northeast",2,2.57
2020-11-18,"BC","Northern","Northern Interior",6,5
2020-11-18,"BC","Northern","Northwest",4,2
2020-11-18,"BC","Vancouver Coastal","All",206,161.14
2020-11-18,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",37,28
2020-11-18,"BC","Vancouver Coastal","Richmond",28,21.57
2020-11-18,"BC","Vancouver Coastal","Unknown",7,21.29
2020-11-18,"BC","Vancouver Coastal","Vancouver",134,90.29
2020-11-18,"BC","Vancouver Island","All",13,15.43
2020-11-18,"BC","Vancouver Island","Central Vancouver Island",9,10.43
2020-11-18,"BC","Vancouver Island","North Vancouver Island",1,2
2020-11-18,"BC","Vancouver Island","South Vancouver Island",3,3
2020-11-18,"BC","Vancouver Island","Unknown",0,0
2020-11-18,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-11-19,"BC","All","All",515,637.43
2020-11-19,"BC","Fraser","All",298,415.29
2020-11-19,"BC","Fraser","Fraser East",20,44.71
2020-11-19,"BC","Fraser","Fraser North",78,84.86
2020-11-19,"BC","Fraser","Fraser South",198,284
2020-11-19,"BC","Fraser","Unknown",2,1.71
2020-11-19,"BC","Interior","All",27,29.43
2020-11-19,"BC","Interior","East Kootenay",1,2.86
2020-11-19,"BC","Interior","Kootenay Boundary",0,1.14
2020-11-19,"BC","Interior","Okanagan",18,22.57
2020-11-19,"BC","Interior","Thompson Cariboo Shuswap",8,2.86
2020-11-19,"BC","Northern","All",23,12
2020-11-19,"BC","Northern","Northeast",8,3.14
2020-11-19,"BC","Northern","Northern Interior",15,6.86
2020-11-19,"BC","Northern","Northwest",0,2
2020-11-19,"BC","Vancouver Coastal","All",152,165.43
2020-11-19,"BC","Vancouver Coastal","North Shore / Coast Garibaldi",35,30.29
2020-11-19,"BC","Vancouver Coastal","Richmond",13,20
2020-11-19,"BC","Vancouver Coastal","Unknown",7,20.14
2020-11-19,"BC","Vancouver Coastal","Vancouver",97,95
2020-11-19,"BC","Vancouver Island","All",15,15.29
2020-11-19,"BC","Vancouver Island","Central Vancouver Island",11,10.57
2020-11-19,"BC","Vancouver Island","North Vancouver Island",1,1.57
2020-11-19,"BC","Vancouver Island","South Vancouver Island",3,3.14
2020-11-19,"BC","Vancouver Island","Unknown",0,0
2020-11-19,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-11-20,"BC","All","All",721,647
2020-11-20,"BC","Fraser","All",480,417.57
2020-11-20,"BC","Fraser","Fraser East",59,46.43
2020-11-20,"BC","Fraser","Fraser North",115,91
2020-11-20,"BC","Fraser","Fraser South",304,278.57
2020-11-20,"BC","Fraser","Unknown",2,1.57
2020-11-20,"BC","Interior","All",34,29.57
2020-11-20,"BC","Interior","East Kootenay",4,3.29
2020-11-20,"BC","Interior","Kootenay Boundary",0,0.57
2020-11-20,"BC","Interior","Okanagan",27,22.57
2020-11-20,"BC","Interior","Thompson Cariboo Shuswap",3,3.14
2020-11-20,"BC","Northern","All",13,13.29
